FeedbackID,AlumniID,EventID,MentorshipID,FeedbackDate,Rating,Comments
FB0668,ALU0962,,,3/20/2024,2,Appreciate the university’s support.
FB0669,ALU1132,,,10/21/2025,1,The event was well-planned.
FB0670,ALU1165,EVT0013,,11/19/2024,3,Good opportunity to connect.
FB0671,ALU0264,EVT0028,,12/16/2024,5,Could improve organization.
FB0672,ALU1634,EVT0022,,9/12/2024,2,Helpful mentorship experience.
FB0673,ALU1016,,,6/5/2025,1,The event was well-planned.
FB0674,ALU0151,EVT0020,,4/2/2025,1,Good opportunity to connect.
FB0675,ALU1615,EVT0007,,5/18/2025,2,Very informative session.
FB0676,ALU1667,EVT0027,,10/11/2025,5,Appreciate the university’s support.
FB0677,ALU0471,EVT0025,,7/1/2024,3,Good opportunity to connect.
FB0678,ALU0504,,,7/3/2025,5,Excellent experience!
FB0679,ALU0006,,,3/13/2024,5,Enjoyed reconnecting with peers.
FB0680,ALU1037,,MENT0754,4/25/2025,3,Great networking opportunity!
FB0681,ALU1583,,,3/26/2024,4,Helpful mentorship experience.
FB0682,ALU1140,,MENT0143,6/7/2024,5,Helpful mentorship experience.
FB0683,ALU0718,EVT0006,,9/2/2024,3,Enjoyed reconnecting with peers.
FB0684,ALU1890,EVT0017,,3/26/2024,3,Could improve organization.
FB0685,ALU0988,EVT0002,MENT0738,10/23/2025,1,Appreciate the university’s support.
FB0686,ALU1724,EVT0020,,2/27/2025,1,The event was well-planned.
FB0687,ALU0388,EVT0023,,10/14/2025,3,The event was well-planned.
FB0688,ALU0527,EVT0003,,3/18/2024,3,Good opportunity to connect.
FB0689,ALU1587,EVT0019,MENT0607,7/15/2024,2,Excellent experience!
FB0690,ALU0018,,MENT0749,11/16/2023,3,Would love more frequent updates.
FB0691,ALU1493,EVT0018,,7/3/2024,1,Enjoyed reconnecting with peers.
FB0692,ALU1377,EVT0035,,1/9/2025,4,The event was well-planned.
FB0693,ALU1208,EVT0031,,5/31/2025,4,Helpful mentorship experience.
FB0694,ALU0407,,,3/6/2024,3,The event was well-planned.
FB0695,ALU0131,EVT0035,,2/22/2025,5,Enjoyed reconnecting with peers.
FB0696,ALU0517,EVT0017,,6/10/2025,5,The event was well-planned.
FB0697,ALU0933,EVT0035,,1/28/2024,3,The event was well-planned.
FB0698,ALU1662,EVT0018,,8/27/2025,4,Good opportunity to connect.
FB0699,ALU0640,,MENT0598,11/15/2023,2,Could improve organization.
FB0700,ALU1312,,,1/22/2025,5,Enjoyed reconnecting with peers.
FB0701,ALU0963,,,12/26/2023,3,Would love more frequent updates.
FB0702,ALU1208,,,12/18/2023,1,The event was well-planned.
FB0703,ALU1732,EVT0031,MENT0154,10/21/2024,2,Helpful mentorship experience.
FB0704,ALU0336,,,9/28/2025,3,Helpful mentorship experience.
FB0705,ALU0530,EVT0013,,10/11/2025,3,Excellent experience!
FB0706,ALU0209,EVT0009,,11/26/2024,5,Enjoyed reconnecting with peers.
FB0707,ALU0567,,MENT0328,1/1/2024,4,Excellent experience!
FB0708,ALU1470,,,11/16/2024,1,Good opportunity to connect.
FB0709,ALU0293,,,11/27/2023,3,Good opportunity to connect.
FB0710,ALU1798,EVT0034,MENT0062,10/30/2024,5,Appreciate the university’s support.
FB0711,ALU1222,EVT0002,,3/6/2025,1,Good opportunity to connect.
FB0712,ALU1765,,,6/12/2024,5,The event was well-planned.
FB0713,ALU1782,EVT0025,,8/17/2024,4,Could improve organization.
FB0714,ALU0444,EVT0023,,8/28/2024,4,Helpful mentorship experience.
FB0715,ALU1305,,,9/15/2024,2,Enjoyed reconnecting with peers.
FB0716,ALU1820,EVT0027,,8/16/2024,3,Appreciate the university’s support.
FB0717,ALU0969,EVT0015,,3/24/2025,1,Good opportunity to connect.
FB0718,ALU1303,EVT0030,,11/11/2024,3,Very informative session.
FB0719,ALU0052,EVT0008,,1/6/2025,5,Could improve organization.
FB0720,ALU1122,EVT0010,MENT0037,9/23/2025,3,The event was well-planned.
FB0721,ALU0398,EVT0025,,5/25/2024,2,Would love more frequent updates.
FB0722,ALU0081,,,9/19/2024,1,Helpful mentorship experience.
FB0723,ALU1609,EVT0030,,12/17/2023,1,Appreciate the university’s support.
FB0724,ALU1872,EVT0016,MENT0478,7/20/2025,2,Great networking opportunity!
FB0725,ALU1155,EVT0027,,9/19/2024,2,The event was well-planned.
FB0726,ALU1327,EVT0032,,11/6/2023,3,Good opportunity to connect.
FB0727,ALU1340,,,7/2/2025,5,Enjoyed reconnecting with peers.
FB0728,ALU1315,EVT0019,,8/24/2025,1,Good opportunity to connect.
FB0729,ALU0504,EVT0016,MENT0649,2/23/2025,1,Excellent experience!
FB0730,ALU0176,,,1/5/2024,3,Excellent experience!
FB0731,ALU1899,EVT0011,,12/23/2023,1,Good opportunity to connect.
FB0732,ALU0497,EVT0035,,12/23/2023,2,Excellent experience!
FB0733,ALU0630,,,2/25/2025,3,Excellent experience!
FB0734,ALU0489,EVT0026,,5/19/2024,3,Enjoyed reconnecting with peers.
FB0735,ALU1657,EVT0033,MENT0798,9/28/2025,1,Excellent experience!
FB0736,ALU1083,EVT0024,MENT0619,10/15/2024,4,Good opportunity to connect.
FB0737,ALU0873,EVT0001,MENT0105,11/25/2023,5,Helpful mentorship experience.
FB0738,ALU0533,EVT0024,,4/19/2024,2,Helpful mentorship experience.
FB0739,ALU0388,,MENT0428,11/11/2024,4,Helpful mentorship experience.
FB0740,ALU1571,,,10/6/2025,1,Appreciate the university’s support.
FB0741,ALU1272,EVT0013,MENT0546,4/3/2024,4,Helpful mentorship experience.
FB0742,ALU1076,EVT0023,,9/21/2025,2,Enjoyed reconnecting with peers.
FB0743,ALU1120,EVT0014,,7/4/2025,4,Great networking opportunity!
FB0744,ALU1881,,MENT0228,9/3/2025,4,Excellent experience!
FB0745,ALU1744,EVT0030,,5/20/2025,5,Excellent experience!
FB0746,ALU1559,EVT0028,,1/28/2025,5,Good opportunity to connect.
FB0747,ALU1118,EVT0006,MENT0562,5/27/2025,5,Could improve organization.
FB0748,ALU1236,EVT0028,MENT0596,3/9/2024,1,Good opportunity to connect.
FB0749,ALU1111,,,3/30/2025,2,Would love more frequent updates.
FB0750,ALU1836,,MENT0665,6/2/2025,1,Helpful mentorship experience.
FB0751,ALU0976,EVT0031,MENT0321,6/5/2025,2,Excellent experience!
FB0752,ALU0776,EVT0022,,2/16/2024,3,Helpful mentorship experience.
FB0753,ALU0886,EVT0002,,5/11/2024,4,Good opportunity to connect.
FB0754,ALU0708,,MENT0594,4/24/2025,4,Great networking opportunity!
FB0755,ALU1876,EVT0026,MENT0630,10/3/2024,2,Enjoyed reconnecting with peers.
FB0756,ALU1417,,,11/20/2023,1,Helpful mentorship experience.
FB0757,ALU1077,EVT0002,,10/7/2024,3,Helpful mentorship experience.
FB0758,ALU1271,EVT0021,,4/8/2024,3,Would love more frequent updates.
FB0759,ALU0912,EVT0016,,5/18/2025,1,Very informative session.
FB0760,ALU1766,EVT0018,MENT0033,10/14/2024,3,Good opportunity to connect.
FB0761,ALU0605,EVT0010,MENT0031,7/19/2025,3,Very informative session.
FB0762,ALU1344,EVT0012,,2/19/2025,1,Helpful mentorship experience.
FB0763,ALU0182,,,8/24/2024,5,The event was well-planned.
FB0764,ALU1086,,MENT0407,6/5/2024,5,Very informative session.
FB0765,ALU0491,EVT0018,MENT0639,5/5/2025,5,Appreciate the university’s support.
FB0766,ALU1090,EVT0024,,5/3/2025,2,Helpful mentorship experience.
FB0767,ALU0138,EVT0028,MENT0759,12/6/2023,3,Could improve organization.
FB0768,ALU0546,EVT0012,,4/23/2024,2,Good opportunity to connect.
FB0769,ALU1322,,MENT0149,12/26/2023,5,Good opportunity to connect.
FB0770,ALU1738,EVT0015,,5/9/2024,4,Great networking opportunity!
FB0771,ALU1362,EVT0022,,3/16/2024,4,Good opportunity to connect.
FB0772,ALU1043,,MENT0497,10/18/2025,4,Excellent experience!
FB0773,ALU0020,,MENT0456,6/2/2024,3,Enjoyed reconnecting with peers.
FB0774,ALU1715,,,3/3/2025,4,Appreciate the university’s support.
FB0775,ALU0595,EVT0021,,12/27/2024,4,Excellent experience!
FB0776,ALU0353,EVT0035,,9/2/2024,2,Appreciate the university’s support.
FB0777,ALU0466,EVT0011,MENT0538,3/16/2024,5,The event was well-planned.
FB0778,ALU0192,EVT0033,MENT0512,7/22/2024,1,Would love more frequent updates.
FB0779,ALU0324,,MENT0232,2/5/2025,4,Could improve organization.
FB0780,ALU0371,EVT0021,MENT0499,8/23/2025,3,The event was well-planned.
FB0781,ALU0224,,,11/8/2023,4,Very informative session.
FB0782,ALU0370,EVT0028,,4/9/2024,4,Very informative session.
FB0783,ALU1866,EVT0012,,6/10/2024,2,Great networking opportunity!
FB0784,ALU0227,EVT0021,MENT0050,1/30/2025,4,Excellent experience!
FB0785,ALU0570,EVT0026,MENT0787,11/5/2023,4,Great networking opportunity!
FB0786,ALU1935,EVT0024,,7/2/2025,4,Excellent experience!
FB0787,ALU0796,,,7/4/2025,4,Would love more frequent updates.
FB0788,ALU0751,,,2/3/2024,1,Appreciate the university’s support.
FB0789,ALU0269,EVT0025,,9/30/2024,2,Very informative session.
FB0790,ALU0678,EVT0003,MENT0512,8/26/2025,5,Helpful mentorship experience.
FB0791,ALU1070,,,12/10/2023,2,Appreciate the university’s support.
FB0792,ALU1498,,MENT0414,6/10/2024,5,Good opportunity to connect.
FB0793,ALU0482,EVT0020,MENT0788,5/27/2025,3,Enjoyed reconnecting with peers.
FB0794,ALU0268,,MENT0205,1/26/2024,5,Appreciate the university’s support.
FB0795,ALU0604,EVT0032,,5/27/2024,4,Great networking opportunity!
FB0796,ALU0054,EVT0029,,9/16/2024,5,Helpful mentorship experience.
FB0797,ALU0491,EVT0014,MENT0322,12/18/2023,2,Could improve organization.
FB0798,ALU1462,,,9/19/2024,5,Helpful mentorship experience.
FB0799,ALU1559,,,11/24/2024,2,Good opportunity to connect.
FB0800,ALU0131,EVT0034,MENT0183,4/15/2024,1,Very informative session.
FB0801,ALU0848,EVT0002,MENT0664,5/19/2024,5,Good opportunity to connect.
FB0802,ALU0863,EVT0026,MENT0244,5/2/2025,5,Would love more frequent updates.
FB0803,ALU1498,EVT0019,MENT0405,8/14/2025,4,Very informative session.
FB0804,ALU0128,EVT0025,,7/13/2024,1,Enjoyed reconnecting with peers.
FB0805,ALU0918,EVT0034,,7/11/2024,4,Very informative session.
FB0806,ALU0948,EVT0034,,6/28/2024,4,Good opportunity to connect.
FB0807,ALU0040,EVT0025,,11/25/2024,2,Great networking opportunity!
FB0808,ALU1601,EVT0029,,6/2/2024,5,Very informative session.
FB0809,ALU0160,EVT0022,MENT0567,3/18/2025,5,Could improve organization.
FB0810,ALU0187,EVT0020,,5/11/2025,4,Good opportunity to connect.
FB0811,ALU1239,EVT0022,,7/13/2025,2,The event was well-planned.
FB0812,ALU1555,EVT0029,,8/28/2025,1,Excellent experience!
FB0813,ALU0650,EVT0031,,7/10/2025,5,Very informative session.
FB0814,ALU0236,EVT0016,MENT0319,11/2/2023,2,Could improve organization.
FB0815,ALU0576,EVT0003,,2/12/2024,3,Enjoyed reconnecting with peers.
FB0816,ALU0801,,,12/14/2023,4,Could improve organization.
FB0817,ALU1158,EVT0021,MENT0418,11/4/2024,4,Appreciate the university’s support.
FB0818,ALU0414,EVT0010,,7/10/2025,2,Very informative session.
FB0819,ALU0042,EVT0017,,6/2/2024,3,The event was well-planned.
FB0820,ALU1399,,MENT0270,7/22/2024,5,Would love more frequent updates.
FB0821,ALU0623,EVT0005,,1/29/2025,4,Appreciate the university’s support.
FB0822,ALU1302,EVT0028,,12/5/2024,5,Would love more frequent updates.
FB0823,ALU0276,,MENT0235,7/21/2024,3,Could improve organization.
FB0824,ALU0443,EVT0018,MENT0783,5/9/2024,2,Could improve organization.
FB0825,ALU1585,EVT0009,,8/29/2025,3,Great networking opportunity!
FB0826,ALU0164,EVT0003,MENT0112,1/3/2024,2,The event was well-planned.
FB0827,ALU0927,EVT0013,,1/17/2024,3,Appreciate the university’s support.
FB0828,ALU1236,EVT0009,MENT0480,8/15/2024,2,Appreciate the university’s support.
FB0829,ALU1716,EVT0019,,5/31/2025,5,Good opportunity to connect.
FB0830,ALU0568,EVT0007,MENT0739,6/12/2024,4,Great networking opportunity!
FB0831,ALU1830,,,1/2/2025,2,Could improve organization.
FB0832,ALU0732,EVT0031,,10/23/2025,3,Great networking opportunity!
FB0833,ALU0194,EVT0005,,12/22/2024,5,Helpful mentorship experience.
FB0834,ALU0209,,,10/30/2024,1,Would love more frequent updates.
FB0835,ALU1741,,MENT0675,3/17/2025,1,Helpful mentorship experience.
FB0836,ALU0423,,MENT0049,6/17/2024,2,Very informative session.
FB0837,ALU1987,EVT0013,,8/10/2024,3,Excellent experience!
FB0838,ALU1431,EVT0024,,4/27/2025,5,Helpful mentorship experience.
FB0839,ALU1984,EVT0026,,4/26/2025,5,Great networking opportunity!
FB0840,ALU0970,EVT0019,MENT0676,9/24/2025,2,Great networking opportunity!
FB0841,ALU1425,EVT0019,MENT0220,6/12/2025,2,Great networking opportunity!
FB0842,ALU0486,EVT0023,,4/20/2025,2,Good opportunity to connect.
FB0843,ALU1822,,,7/31/2025,5,Good opportunity to connect.
FB0844,ALU0391,,,11/14/2023,2,Helpful mentorship experience.
FB0845,ALU0900,EVT0011,,3/27/2025,3,Great networking opportunity!
FB0846,ALU1472,EVT0018,,3/20/2024,5,Good opportunity to connect.
FB0847,ALU0483,EVT0008,,7/9/2025,2,Enjoyed reconnecting with peers.
FB0848,ALU0188,EVT0015,,1/29/2024,1,Appreciate the university’s support.
FB0849,ALU0844,EVT0006,,2/5/2024,2,Great networking opportunity!
FB0850,ALU0908,EVT0022,,12/13/2023,3,The event was well-planned.
FB0851,ALU1970,,,3/23/2025,5,Could improve organization.
FB0852,ALU1353,EVT0028,,8/11/2024,1,Appreciate the university’s support.
FB0853,ALU0675,EVT0017,MENT0362,2/1/2024,2,Great networking opportunity!
FB0854,ALU0928,,,9/1/2024,3,The event was well-planned.
FB0855,ALU0565,EVT0028,MENT0578,7/3/2024,5,Would love more frequent updates.
FB0856,ALU1263,EVT0023,,3/12/2024,3,Helpful mentorship experience.
FB0857,ALU1754,,,11/30/2024,5,Good opportunity to connect.
FB0858,ALU0879,,MENT0363,4/2/2024,1,Helpful mentorship experience.
FB0859,ALU0205,EVT0025,,4/25/2024,5,Very informative session.
FB0860,ALU1141,EVT0028,MENT0561,6/24/2024,1,Helpful mentorship experience.
FB0861,ALU0197,EVT0003,,9/13/2025,5,Enjoyed reconnecting with peers.
FB0862,ALU0660,EVT0024,,4/17/2024,4,Great networking opportunity!
FB0863,ALU1154,EVT0015,,1/24/2024,1,Good opportunity to connect.
FB0864,ALU0724,EVT0017,MENT0063,2/20/2025,5,Could improve organization.
FB0865,ALU1930,,,7/23/2025,1,Excellent experience!
FB0866,ALU0395,EVT0001,,11/20/2024,3,The event was well-planned.
FB0867,ALU0093,EVT0009,MENT0020,3/28/2024,1,Very informative session.
FB0868,ALU0629,EVT0003,MENT0225,4/22/2025,3,Excellent experience!
FB0869,ALU1192,EVT0031,,3/30/2025,3,Good opportunity to connect.
FB0870,ALU1505,,,1/10/2024,1,The event was well-planned.
FB0871,ALU1053,EVT0023,MENT0022,8/2/2025,2,Appreciate the university’s support.
FB0872,ALU1469,,,1/4/2025,4,Great networking opportunity!
FB0873,ALU0597,EVT0028,MENT0685,4/21/2025,4,Appreciate the university’s support.
FB0874,ALU1251,EVT0006,,10/8/2025,3,Enjoyed reconnecting with peers.
FB0875,ALU1906,EVT0020,MENT0505,11/17/2024,4,The event was well-planned.
FB0876,ALU1143,,,7/30/2024,2,Excellent experience!
FB0877,ALU1656,EVT0010,,6/2/2024,2,The event was well-planned.
FB0878,ALU0851,EVT0019,,8/21/2025,1,Helpful mentorship experience.
FB0879,ALU0079,EVT0013,MENT0101,2/3/2024,4,Would love more frequent updates.
FB0880,ALU0443,EVT0005,,6/30/2025,3,Could improve organization.
FB0881,ALU0944,EVT0008,,10/19/2025,4,Enjoyed reconnecting with peers.
FB0882,ALU0455,EVT0032,,3/3/2025,4,Enjoyed reconnecting with peers.
FB0883,ALU0009,EVT0014,,1/4/2024,1,Appreciate the university’s support.
FB0884,ALU0425,EVT0035,,5/25/2025,2,The event was well-planned.
FB0885,ALU1286,EVT0009,MENT0376,6/10/2024,3,Could improve organization.
FB0886,ALU1366,,MENT0439,12/22/2023,4,The event was well-planned.
FB0887,ALU1391,EVT0027,,8/14/2025,1,Would love more frequent updates.
FB0888,ALU1669,EVT0014,MENT0698,12/1/2023,3,Great networking opportunity!
FB0889,ALU1366,,MENT0383,6/4/2025,5,The event was well-planned.
FB0890,ALU0127,EVT0010,,3/28/2025,1,Excellent experience!
FB0891,ALU0420,EVT0007,MENT0050,5/11/2025,2,Helpful mentorship experience.
FB0892,ALU1415,EVT0032,MENT0619,9/27/2025,4,The event was well-planned.
FB0893,ALU0571,,,8/29/2025,1,The event was well-planned.
FB0894,ALU1287,EVT0031,MENT0537,6/9/2025,3,Excellent experience!
FB0895,ALU1113,EVT0014,,10/20/2024,4,Great networking opportunity!
FB0896,ALU1632,,,12/2/2024,5,Great networking opportunity!
FB0897,ALU0688,EVT0030,MENT0278,6/22/2024,1,Could improve organization.
FB0898,ALU1720,EVT0003,,4/30/2024,2,Good opportunity to connect.
FB0899,ALU0181,,,4/10/2025,3,Appreciate the university’s support.
FB0900,ALU0905,,,9/23/2024,4,Excellent experience!
FB0901,ALU1685,EVT0017,,5/12/2024,1,Very informative session.
FB0902,ALU1450,EVT0012,,9/23/2025,1,The event was well-planned.
FB0903,ALU1184,EVT0027,,9/7/2024,3,Appreciate the university’s support.
FB0904,ALU1754,,,3/16/2024,4,Helpful mentorship experience.
FB0905,ALU1548,EVT0017,,10/13/2025,4,Enjoyed reconnecting with peers.
FB0906,ALU0498,EVT0031,MENT0448,7/10/2024,4,Helpful mentorship experience.
FB0907,ALU1069,EVT0019,MENT0378,6/2/2024,5,Good opportunity to connect.
FB0908,ALU1359,EVT0023,,11/18/2023,4,Would love more frequent updates.
FB0909,ALU0613,EVT0015,,9/11/2024,2,The event was well-planned.
FB0910,ALU1816,EVT0012,,1/19/2024,5,Good opportunity to connect.
FB0911,ALU0617,EVT0027,MENT0408,5/11/2025,3,The event was well-planned.
FB0912,ALU1957,EVT0011,MENT0470,9/5/2025,2,Helpful mentorship experience.
FB0913,ALU0285,EVT0025,MENT0201,12/22/2023,1,Enjoyed reconnecting with peers.
FB0914,ALU1440,,,3/10/2025,4,Great networking opportunity!
FB0915,ALU0416,,,7/1/2024,2,Very informative session.
FB0916,ALU0744,EVT0004,,1/3/2025,4,Helpful mentorship experience.
FB0917,ALU1591,,,10/1/2025,3,Could improve organization.
FB0918,ALU0521,,,3/9/2024,4,Helpful mentorship experience.
FB0919,ALU1393,,,4/13/2025,5,Great networking opportunity!
FB0920,ALU0366,EVT0013,,6/29/2025,2,Very informative session.
FB0921,ALU1311,EVT0017,,12/1/2023,1,Could improve organization.
FB0922,ALU0237,EVT0019,MENT0649,7/21/2024,3,Could improve organization.
FB0923,ALU1568,EVT0029,MENT0420,11/20/2023,2,Excellent experience!
FB0924,ALU1192,,MENT0131,11/17/2024,2,Excellent experience!
FB0925,ALU1554,EVT0002,,12/30/2024,3,Very informative session.
FB0926,ALU0066,,MENT0642,11/26/2024,5,Helpful mentorship experience.
FB0927,ALU1676,EVT0028,MENT0370,12/12/2024,4,Would love more frequent updates.
FB0928,ALU0995,EVT0028,,8/7/2024,3,Could improve organization.
FB0929,ALU0484,,,5/17/2024,2,The event was well-planned.
FB0930,ALU0260,EVT0001,,7/10/2024,4,Good opportunity to connect.
FB0931,ALU0613,EVT0030,,1/3/2024,4,Appreciate the university’s support.
FB0932,ALU0782,EVT0002,MENT0469,8/18/2024,1,Great networking opportunity!
FB0933,ALU0655,EVT0008,,12/2/2024,3,The event was well-planned.
FB0934,ALU1953,EVT0014,,5/18/2025,3,Enjoyed reconnecting with peers.
FB0935,ALU1226,EVT0016,,3/24/2024,2,Good opportunity to connect.
FB0936,ALU0904,EVT0004,,6/21/2024,3,Could improve organization.
FB0937,ALU0793,EVT0031,,10/28/2023,3,Would love more frequent updates.
FB0938,ALU1243,EVT0023,,6/30/2025,3,Good opportunity to connect.
FB0939,ALU1005,EVT0027,MENT0597,1/25/2025,3,Could improve organization.
FB0940,ALU1766,EVT0030,,10/25/2025,2,Good opportunity to connect.
FB0941,ALU0675,,,11/8/2024,2,The event was well-planned.
FB0942,ALU1410,EVT0023,,1/2/2024,5,Enjoyed reconnecting with peers.
FB0943,ALU0304,,,2/12/2025,4,The event was well-planned.
FB0944,ALU1211,EVT0017,,4/30/2024,3,Very informative session.
FB0945,ALU1905,EVT0035,,11/15/2024,5,Very informative session.
FB0946,ALU1543,,,4/29/2024,5,Helpful mentorship experience.
FB0947,ALU1078,,,9/12/2025,5,The event was well-planned.
FB0948,ALU0848,EVT0018,,9/7/2024,4,Could improve organization.
FB0949,ALU1869,,MENT0039,2/7/2025,3,Would love more frequent updates.
FB0950,ALU1126,EVT0033,MENT0421,8/31/2024,4,Excellent experience!
FB0951,ALU0042,EVT0035,MENT0716,2/28/2024,3,Excellent experience!
FB0952,ALU0059,EVT0011,,11/13/2024,4,Would love more frequent updates.
FB0953,ALU0646,,MENT0643,2/13/2024,1,Appreciate the university’s support.
FB0954,ALU1155,EVT0003,,12/21/2023,3,Enjoyed reconnecting with peers.
FB0955,ALU0674,EVT0009,MENT0348,9/27/2024,5,Good opportunity to connect.
FB0956,ALU1720,EVT0033,,6/19/2025,5,The event was well-planned.
FB0957,ALU1648,EVT0022,MENT0764,8/21/2024,5,Appreciate the university’s support.
FB0958,ALU1597,EVT0015,,2/8/2025,1,Could improve organization.
FB0959,ALU0376,EVT0009,,9/22/2024,2,Enjoyed reconnecting with peers.
FB0960,ALU0330,EVT0008,,8/16/2025,5,Good opportunity to connect.
FB0961,ALU0354,,,2/4/2024,1,Enjoyed reconnecting with peers.
FB0962,ALU1174,EVT0002,,8/28/2024,4,Very informative session.
FB0963,ALU0194,EVT0023,,6/17/2024,4,Would love more frequent updates.
FB0964,ALU1905,EVT0026,,9/5/2025,4,The event was well-planned.
FB0965,ALU0153,,,3/24/2025,2,Enjoyed reconnecting with peers.
FB0966,ALU0187,EVT0025,,12/22/2023,2,Good opportunity to connect.
FB0967,ALU0215,,MENT0451,8/31/2025,3,The event was well-planned.
FB0968,ALU1969,EVT0006,,10/1/2025,1,Very informative session.
FB0969,ALU1769,EVT0027,,3/13/2024,2,Great networking opportunity!
FB0970,ALU0848,EVT0032,MENT0624,3/6/2025,5,Helpful mentorship experience.
FB0971,ALU0425,EVT0006,,10/6/2025,3,Appreciate the university’s support.
FB0972,ALU0474,EVT0029,,3/25/2025,5,Helpful mentorship experience.
FB0973,ALU0862,EVT0019,,9/4/2025,3,Could improve organization.
FB0974,ALU1213,EVT0025,,11/27/2024,2,Would love more frequent updates.
FB0975,ALU1569,,MENT0085,6/5/2025,2,Excellent experience!
FB0976,ALU1683,EVT0030,MENT0670,6/4/2025,2,Helpful mentorship experience.
FB0977,ALU1014,EVT0027,,6/6/2025,1,Could improve organization.
FB0978,ALU1249,,,2/8/2025,1,Very informative session.
FB0979,ALU0561,EVT0032,MENT0320,12/13/2023,4,Very informative session.
FB0980,ALU1254,,,9/11/2025,1,Could improve organization.
FB0981,ALU0058,EVT0025,MENT0207,5/15/2025,5,The event was well-planned.
FB0982,ALU1132,EVT0029,MENT0522,7/13/2024,5,Appreciate the university’s support.
FB0983,ALU1789,EVT0019,,5/11/2025,4,Would love more frequent updates.
FB0984,ALU0093,,,1/3/2025,4,Appreciate the university’s support.
FB0985,ALU1329,EVT0031,,3/28/2024,1,Would love more frequent updates.
FB0986,ALU1579,EVT0003,MENT0181,3/15/2024,4,Excellent experience!
FB0987,ALU1428,EVT0016,,7/13/2025,5,Very informative session.
FB0988,ALU0123,EVT0010,MENT0257,8/26/2024,1,Would love more frequent updates.
FB0989,ALU0276,EVT0002,MENT0087,12/6/2023,5,Great networking opportunity!
FB0990,ALU1330,EVT0013,MENT0331,11/29/2023,1,Appreciate the university’s support.
FB0991,ALU0085,EVT0030,,8/26/2024,2,Great networking opportunity!
FB0992,ALU1578,EVT0025,MENT0232,2/6/2024,1,The event was well-planned.
FB0993,ALU0048,EVT0033,,4/24/2024,5,Appreciate the university’s support.
FB0994,ALU0253,EVT0031,,6/23/2024,3,Enjoyed reconnecting with peers.
FB0995,ALU0622,EVT0002,,3/19/2024,3,Very informative session.
FB0996,ALU0102,EVT0033,MENT0138,5/18/2025,2,Could improve organization.
FB0997,ALU0814,EVT0004,,1/30/2025,4,Excellent experience!
FB0998,ALU0614,EVT0002,,11/28/2024,4,Helpful mentorship experience.
FB0999,ALU1263,EVT0023,MENT0706,7/4/2024,1,Could improve organization.
FB1000,ALU1943,EVT0026,,5/9/2024,4,The event was well-planned.
